query_id,style,pair_id,lang,query,domain_filter,result_domain,item_id,title,extra,score,rank,Validity,run_label,judge_key,grade,value
P2_EN,philosophical,2,en,A journey to find the meaning of life,movie,movie,403778,Long Way Round,,0.445719718933105,5,o,2026-06,movie|403778|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,music,music,1vvNmPOiUuyCbgWmtc6yfm,My Way,,0.288934648036957,1,o,2026-06,music|1vvNmPOiUuyCbgWmtc6yfm|A journey to find the meaning of life,x,0.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,music,music,35LDid9nvuYrUyZk5qGD0i,Belief,,0.276601046323776,2,a,2026-06,music|35LDid9nvuYrUyZk5qGD0i|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,music,music,5lSOVaPDk7x9Ey6c9DqGZx,Sweet Harmony,,0.263202607631683,3,a,2026-06,music|5lSOVaPDk7x9Ey6c9DqGZx|A journey to find the meaning of life,x,0.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,music,music,2IR01O6kw4IB68hcV9FWYN,I Just Don't Think I'll Ever Get Over You,,0.255381852388382,4,x,2026-06,music|2IR01O6kw4IB68hcV9FWYN|A journey to find the meaning of life,x,0.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,music,music,5fJD7wh9yoSTpl9d5rgl7l,The Theory of Everything,,0.254862010478973,5,x,2026-06,music|5fJD7wh9yoSTpl9d5rgl7l|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,book,book,B07GNW3X3G,THE LIFE YOU WERE BORN TO LIVE:: A Guide to Finding Your Life Purpose,,0.643239378929138,1,o,2026-06,book|B07GNW3X3G|A journey to find the meaning of life,o,2.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,book,book,B00J1IQW6I,The Happiness of Pursuit: Finding the Quest That Will Bring Purpose to Your Life,,0.596058011054993,2,o,2026-06,book|B00J1IQW6I|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,book,book,B073ZXJG8K,Living an Examined Life: Wisdom for the Second Half of the Journey,,0.592081665992737,3,o,2026-06,book|B073ZXJG8K|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,book,book,B09QD437HY,The Philosophical Journey: An Interactive Approach,,0.591471552848816,4,o,2026-06,book|B09QD437HY|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,book,book,B0B8WPVBLB,I Will Find My Way: A Personal Journey of Self-Discovery along the Camino de Santiago,,0.591042160987854,5,o,2026-06,book|B0B8WPVBLB|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,all,book,B07GNW3X3G,THE LIFE YOU WERE BORN TO LIVE:: A Guide to Finding Your Life Purpose,,0.643239378929138,1,o,2026-06,book|B07GNW3X3G|A journey to find the meaning of life,o,2.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,all,book,B00J1IQW6I,The Happiness of Pursuit: Finding the Quest That Will Bring Purpose to Your Life,,0.596058011054993,2,o,2026-06,book|B00J1IQW6I|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,all,book,B073ZXJG8K,Living an Examined Life: Wisdom for the Second Half of the Journey,,0.592081665992737,3,o,2026-06,book|B073ZXJG8K|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,all,book,B09QD437HY,The Philosophical Journey: An Interactive Approach,,0.591471552848816,4,o,2026-06,book|B09QD437HY|A journey to find the meaning of life,a,1.0
P2_EN,philosophical,2,en,A journey to find the meaning of life,all,book,B0B8WPVBLB,I Will Find My Way: A Personal Journey of Self-Discovery along the Camino de Santiago,,0.591042160987854,5,o,2026-06,book|B0B8WPVBLB|A journey to find the meaning of life,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,movie,movie,2059255,No (2012),,0.5085888504982,1,a,2026-06,movie|2059255|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,movie,movie,3621952,The Choice Is Ours (2015),,0.507822811603546,2,x,2026-06,movie|3621952|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,movie,movie,1558952,Freedom Riders (2010),,0.488208115100861,3,a,2026-06,movie|1558952|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,movie,movie,454921,The Pursuit of Happyness (2006),,0.468408554792404,4,x,2026-06,movie|454921|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,movie,movie,979263,The Trap: What Happened to Our Dream of Freedom,,0.455892860889435,5,o,2026-06,movie|979263|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,music,music,2PyDqCtFcXsucZqTF4rE3i,I Am That I Am,,0.471065670251846,1,x,2026-06,music|2PyDqCtFcXsucZqTF4rE3i|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,music,music,1o0lfRVsQfRZ6VeAb82vum,Equal Rights,,0.452360659837723,2,a,2026-06,music|1o0lfRVsQfRZ6VeAb82vum|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,music,music,5NShvMH3lRmQPW4qc0hYKY,Solidarity Forever,,0.419663041830063,3,a,2026-06,music|5NShvMH3lRmQPW4qc0hYKY|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,music,music,0s8OsDxW96cl290PcsI2mX,Duck And Run,,0.418989658355713,4,o,2026-06,music|0s8OsDxW96cl290PcsI2mX|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,music,music,5PxJMuvCFAEbAGaG0J4mLr,Stepping Razor,,0.418378323316574,5,x,2026-06,music|5PxJMuvCFAEbAGaG0J4mLr|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,book,book,B00M20I134,How I Found Freedom in an Unfree World: A Handbook for Personal Liberty,,0.688935875892639,1,o,2026-06,book|B00M20I134|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,book,book,B00C2C8XUS,"The Freedom Manifesto: How to Free Yourself from Anxiety, Fear, Mortgages, Money, Guilt, Debt, Government, Boredom, Supermarkets, Bills, Melancholy, Pain, Depression, Work, and Waste",,0.679712533950806,2,a,2026-06,book|B00C2C8XUS|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,book,book,B00H0FEQH6,Human Rights Transformed: Positive Rights and Positive Duties,,0.670017421245575,3,o,2026-06,book|B00H0FEQH6|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,book,book,B00B3LCE3G,The Ten Keys To Total Freedom: A Conversation with Gary M. Douglas & Dr. Dain Heer,,0.66995906829834,4,o,2026-06,book|B00B3LCE3G|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,book,book,B004MYFLBS,Free To Choose: A Personal Statement,,0.669591426849365,5,o,2026-06,book|B004MYFLBS|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,all,book,B00M20I134,How I Found Freedom in an Unfree World: A Handbook for Personal Liberty,,0.688935875892639,1,o,2026-06,book|B00M20I134|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,all,book,B00C2C8XUS,"The Freedom Manifesto: How to Free Yourself from Anxiety, Fear, Mortgages, Money, Guilt, Debt, Government, Boredom, Supermarkets, Bills, Melancholy, Pain, Depression, Work, and Waste",,0.679712533950806,2,a,2026-06,book|B00C2C8XUS|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,all,book,B00H0FEQH6,Human Rights Transformed: Positive Rights and Positive Duties,,0.670017421245575,3,o,2026-06,book|B00H0FEQH6|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,all,book,B00B3LCE3G,The Ten Keys To Total Freedom: A Conversation with Gary M. Douglas & Dr. Dain Heer,,0.66995906829834,4,o,2026-06,book|B00B3LCE3G|Between freedom and responsibility,a,1.0
P3_EN,philosophical,3,en,Between freedom and responsibility,all,book,B004MYFLBS,Free To Choose: A Personal Statement,,0.669591426849365,5,o,2026-06,book|B004MYFLBS|Between freedom and responsibility,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,movie,movie,192718,Un homme qui dort (1974),,0.614082872867584,1,o,2026-06,movie|192718|Reflection on solitude and existence,o,2.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,movie,movie,376821,Det perfekte menneske (1967),,0.595741093158722,2,o,2026-06,movie|376821|Reflection on solitude and existence,x,0.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,movie,movie,432232,The Century of the Self,,0.549424588680267,3,x,2026-06,movie|432232|Reflection on solitude and existence,x,0.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,movie,movie,71600,Les hautes solitudes (1974),,0.548919498920441,4,o,2026-06,movie|71600|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,movie,movie,1741225,I Am (2010),,0.523162364959717,5,o,2026-06,movie|1741225|Reflection on solitude and existence,x,0.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,music,music,45PxuJqJBnPXZKLxoo9Apj,SUPERPOSITION,,0.648328423500061,1,o,2026-06,music|45PxuJqJBnPXZKLxoo9Apj|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,music,music,21UkknmSYISvDaQbaMIOgq,Solitude,,0.612037718296051,2,o,2026-06,music|21UkknmSYISvDaQbaMIOgq|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,music,music,1IdTIzkTK6CcpKKgMUGbg7,Vultures,,0.605941772460938,3,o,2026-06,music|1IdTIzkTK6CcpKKgMUGbg7|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,music,music,24IdPCimVnJJDRuB5YSDiS,I Don't Care Anymore - 2016 Remaster,,0.599906384944916,4,o,2026-06,music|24IdPCimVnJJDRuB5YSDiS|Reflection on solitude and existence,x,0.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,music,music,5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,,0.59853732585907,5,a,2026-06,music|5imShWWzwqfAJ9gXFpGAQh|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,book,book,B07GNV22WM,Being and Nothingness,,0.669402360916138,1,o,2026-06,book|B07GNV22WM|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,book,book,B08H87G2WN,Existentialism Is a Humanism,,0.66341495513916,2,o,2026-06,book|B08H87G2WN|Reflection on solitude and existence,o,2.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,book,book,B08HY38C94,Being No One: The Self-Model Theory of Subjectivity,,0.661712288856506,3,o,2026-06,book|B08HY38C94|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,book,book,B0CB1HPR3C,Alone: Reflections on Solitary Living,,0.637436270713806,4,o,2026-06,book|B0CB1HPR3C|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,book,book,B0B6YYD5C9,The Art of Living a Meaningless Existence: Ideas from Philosophy That Change the Way You Think,,0.63397890329361,5,o,2026-06,book|B0B6YYD5C9|Reflection on solitude and existence,x,0.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,all,book,B07GNV22WM,Being and Nothingness,,0.669402360916138,1,o,2026-06,book|B07GNV22WM|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,all,book,B08H87G2WN,Existentialism Is a Humanism,,0.66341495513916,2,o,2026-06,book|B08H87G2WN|Reflection on solitude and existence,o,2.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,all,book,B08HY38C94,Being No One: The Self-Model Theory of Subjectivity,,0.661712288856506,3,o,2026-06,book|B08HY38C94|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,all,music,45PxuJqJBnPXZKLxoo9Apj,SUPERPOSITION,,0.648328423500061,4,o,2026-06,music|45PxuJqJBnPXZKLxoo9Apj|Reflection on solitude and existence,a,1.0
P4_EN,philosophical,4,en,Reflection on solitude and existence,all,book,B0CB1HPR3C,Alone: Reflections on Solitary Living,,0.637436270713806,5,o,2026-06,book|B0CB1HPR3C|Reflection on solitude and existence,a,1.0
T1_EN,poet,1,en,In the name of love,movie,movie,1637612,An Affair of the Heart (2012),,0.393290996551514,1,o,2026-06,movie|1637612|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,movie,movie,1225703,No Greater Love (2009),,0.381700992584229,2,o,2026-06,movie|1225703|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,movie,movie,2202471,Love (2012),,0.381191849708557,3,o,2026-06,movie|2202471|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,movie,movie,332280,The Notebook (2004),,0.379192411899567,4,o,2026-06,movie|332280|In the name of love,o,2.0
T1_EN,poet,1,en,In the name of love,movie,movie,903657,Love & Mercy (2014),,0.378011643886566,5,o,2026-06,movie|903657|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,music,music,2lmCr96Mhghs0KUVABx4RP,Be My Lady (feat. Pieter Tuhoro & Jah Maoli),,0.463240504264832,1,o,2026-06,music|2lmCr96Mhghs0KUVABx4RP|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,music,music,0oTtnnedK0C4unALxVTPhz,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),,0.459811359643936,2,o,2026-06,music|0oTtnnedK0C4unALxVTPhz|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,music,music,0MNNKSUU9OOQ8DSGWduw79,Mystery of Love,,0.45771250128746,3,o,2026-06,music|0MNNKSUU9OOQ8DSGWduw79|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,music,music,4Eda1y3heYypvl4KRcJcKs,God Of This City,,0.452414393424988,4,a,2026-06,music|4Eda1y3heYypvl4KRcJcKs|In the name of love,x,0.0
T1_EN,poet,1,en,In the name of love,music,music,0UERoCKd24PKovd4BwRzBQ,It Takes Two,,0.442556440830231,5,a,2026-06,music|0UERoCKd24PKovd4BwRzBQ|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,book,book,B0BYC83HZD,Call of Love,,0.474233686923981,1,o,2026-06,book|B0BYC83HZD|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,book,book,B0BBS8GWKP,Forever Love: A Duet,,0.45900559425354,2,o,2026-06,book|B0BBS8GWKP|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,book,book,B007V8Z4O6,Down Where My Love Lives,,0.457347333431244,3,o,2026-06,book|B007V8Z4O6|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,book,book,B01EFM8NI4,The Four Loves,,0.452739298343658,4,o,2026-06,book|B01EFM8NI4|In the name of love,x,0.0
T1_EN,poet,1,en,In the name of love,book,book,B0BJF2P7SW,"The Love Stories of the Bible Speak: Biblical Lessons on Romance, Friendship, and Faith",,0.449199497699738,5,o,2026-06,book|B0BJF2P7SW|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,all,book,B0BYC83HZD,Call of Love,,0.474233686923981,1,o,2026-06,book|B0BYC83HZD|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,all,music,2lmCr96Mhghs0KUVABx4RP,Be My Lady (feat. Pieter Tuhoro & Jah Maoli),,0.463240504264832,2,o,2026-06,music|2lmCr96Mhghs0KUVABx4RP|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,all,music,0oTtnnedK0C4unALxVTPhz,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),,0.459811359643936,3,o,2026-06,music|0oTtnnedK0C4unALxVTPhz|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,all,book,B0BBS8GWKP,Forever Love: A Duet,,0.45900559425354,4,o,2026-06,book|B0BBS8GWKP|In the name of love,a,1.0
T1_EN,poet,1,en,In the name of love,all,music,0MNNKSUU9OOQ8DSGWduw79,Mystery of Love,,0.45771250128746,5,o,2026-06,music|0MNNKSUU9OOQ8DSGWduw79|In the name of love,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,movie,movie,82902,Pick-up Summer (1980),,0.601253986358643,1,x,2026-06,movie|82902|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,movie,movie,1547230,Judy Moody and the Not Bummer Summer (2011),,0.59489518404007,2,x,2026-06,movie|1547230|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,movie,movie,3921418,L for Leisure (2014),,0.570234060287476,3,x,2026-06,movie|3921418|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,movie,movie,91680,One Crazy Summer (1986),,0.564216077327728,4,x,2026-06,movie|91680|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,movie,movie,1758795,The To Do List (2013),,0.55123770236969,5,a,2026-06,movie|1758795|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,music,music,5dl8WFCxndWZlsDXuzT00p,The Best Day Ever,,0.559038400650024,1,o,2026-06,music|5dl8WFCxndWZlsDXuzT00p|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,music,music,7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),,0.546312749385834,2,x,2026-06,music|7Feaw9WAEREY0DUOSXJLOM|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,music,music,3bMfUUpzUzqWp9II00yRhE,Christmas Time Is Here - Vocal - Album Version,,0.537554144859314,3,x,2026-06,music|3bMfUUpzUzqWp9II00yRhE|Like the excitement of a spring day,x,0.0
T2_EN,poet,2,en,Like the excitement of a spring day,music,music,4SZbG1h04TXi6e9JOyjY1z,Ida's Summer Song,,0.531539559364319,4,x,2026-06,music|4SZbG1h04TXi6e9JOyjY1z|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,music,music,6NqfslFfCCOyBQ0Xw8kN8E,What Time Is It,,0.529879808425903,5,x,2026-06,music|6NqfslFfCCOyBQ0Xw8kN8E|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,book,book,B0C6B28N99,The Worst Summer Book in the Whole Entire World: A funny and silly children's story about vacation season for kids and parents who need a laugh. (Entire World Books),,0.63668692111969,1,x,2026-06,book|B0C6B28N99|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,book,book,1951046382,The Worst Summer Book in the Whole Entire World (Entire World Books),,0.627347409725189,2,x,2026-06,book|1951046382|Like the excitement of a spring day,x,0.0
T2_EN,poet,2,en,Like the excitement of a spring day,book,book,B08HDD1HRZ,Staying Out for the Summer,,0.604118049144745,4,x,2026-06,book|B08HDD1HRZ|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,book,book,B08FZ8GNRT,Cool for the Summer,,0.60193133354187,5,x,2026-06,book|B08FZ8GNRT|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,all,book,B0C6B28N99,The Worst Summer Book in the Whole Entire World: A funny and silly children's story about vacation season for kids and parents who need a laugh. (Entire World Books),,0.63668692111969,1,x,2026-06,book|B0C6B28N99|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,all,book,1951046382,The Worst Summer Book in the Whole Entire World (Entire World Books),,0.627347409725189,2,x,2026-06,book|1951046382|Like the excitement of a spring day,x,0.0
T2_EN,poet,2,en,Like the excitement of a spring day,all,book,B08HDD1HRZ,Staying Out for the Summer,,0.604118049144745,4,x,2026-06,book|B08HDD1HRZ|Like the excitement of a spring day,a,1.0
T2_EN,poet,2,en,Like the excitement of a spring day,all,book,B08FZ8GNRT,Cool for the Summer,,0.60193133354187,5,x,2026-06,book|B08FZ8GNRT|Like the excitement of a spring day,a,1.0
T3_EN,poet,3,en,What remains after farewell,movie,movie,165078,After Life (1998),,0.539002060890198,1,o,2026-06,movie|165078|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,movie,movie,1172957,How to Live Forever (2009),,0.500779628753662,2,x,2026-06,movie|1172957|What remains after farewell,x,0.0
T3_EN,poet,3,en,What remains after farewell,movie,movie,253200,Last Orders (2001),,0.486295938491821,3,o,2026-06,movie|253200|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,movie,movie,207805,Tuesdays with Morrie (1999),,0.485175043344498,4,o,2026-06,movie|207805|What remains after farewell,x,0.0
T3_EN,poet,3,en,What remains after farewell,movie,movie,1446208,Ways to Live Forever (2010),,0.481907457113266,5,a,2026-06,movie|1446208|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,music,music,7FCYixd46BlSiO2memrsPo,Older Chests,,0.367359548807144,1,o,2026-06,music|7FCYixd46BlSiO2memrsPo|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,music,music,6YPb7DMon2lInNJciLwgzG,Turning Page (Instrumental),,0.357118189334869,2,a,2026-06,music|6YPb7DMon2lInNJciLwgzG|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,music,music,3yxpqMbfUVMLL7Ap3W71W4,End Of Me,,0.352051377296448,3,o,2026-06,music|3yxpqMbfUVMLL7Ap3W71W4|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,music,music,34dkZZNQJzEJRqPkywYmEY,A Quick One Before the Eternal Worm Devours Connecticut,,0.350500077009201,4,x,2026-06,music|34dkZZNQJzEJRqPkywYmEY|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,music,music,1V8BSBe2fB5Np30sXmUCNU,Where Have All the Flowers Gone - 2004 Remaster,,0.328160047531128,5,o,2026-06,music|1V8BSBe2fB5Np30sXmUCNU|What remains after farewell,a,1.0
T3_EN,poet,3,en,What remains after farewell,book,book,B08661427S,We all know how this ends: Lessons about life and living from working with death and dying,,0.621371150016785,1,o,2026-06,book|B08661427S|What remains after farewell,x,0.0
T3_EN,poet,3,en,What remains after farewell,book,book,B007SGM3P4,The End of Your Life Book Club,,0.618924498558044,2,o,2026-06,book|B007SGM3P4|What remains after farewell,x,0.0
T3_EN,poet,3,en,What remains after farewell,book,book,B007NK578A,At the End of Life: True Stories About How We Die,,0.613371253013611,3,o,2026-06,book|B007NK578A|What remains after farewell,x,0.0
